,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Security Code
2560,JHS Svendgaard Laboratories Ltd.,JHS,Jhs Svendgaard Laboratories Ltd.,Active,B ,10,INE544H01014,Personal Products,Equity,532771
2561,DCB Bank Limited,DCBBANK,Dcb Bank Limited,Active,A ,10,INE503A01015,Banks,Equity,532772
2562,Global Vectra Helicorp Ltd.,GLOBALVECT,Global Vectra Helicorp Ltd.,Active,B ,10,INE792H01019,Airlines,Equity,532773
2563,Inspirisys Solutions Limited,INSPIRISYS,Inspirisys Solutions Ltd,Active,T ,10,INE020G01017,IT Consulting & Software,Equity,532774
2564,GTL Infrastructure Limited,GTLINFRA,Gtl Infrastructure Ltd.,Active,T ,10,INE221H01019,Telecom Equipment,Equity,532775
2565,SHIVAM AUTOTECH LIMITED,SHIVAMAUTO,Shivam Autotech Ltd.,Active,B ,2,INE637H01024,Auto Parts & Equipment,Equity,532776
2566,Info Edge(India) Ltd.,NAUKRI,Info Edge (India) Ltd.,Active,A ,10,INE663F01024,Internet & Catalogue Retail,Equity,532777
2567,TORRENT POWER LIMITED,TORNTPOWER,Torrent Power Ltd.,Active,A ,10,INE813H01021,Electric Utilities,Equity,532779
2568,Parsvnath Developers Ltd.,PARSVNATH,Parsvnath Developers Ltd.,Active,B ,5,INE561H01026,Realty,Equity,532780
2569,SUTLEJ TEXTILES & INDUSTRIES LIMITED,SUTLEJTEX,Sutlej Textiles & Industries Ltd.,Active,B ,1,INE645H01027,Textiles,Equity,532782
2570,LT Foods Limited,DAAWAT,LT Foods Ltd.,Active,A ,1,INE818H01020,Packaged Foods,Equity,532783
2571,Sobha Limited,SOBHA,Sobha Limited,Active,A ,10,INE671H01015,Realty,Equity,532784
2572,Ruchira Papers Ltd,RUCHIRA,Ruchira Papers Ltd.,Active,B ,10,INE803H01014,Paper & Paper Products,Equity,532785
2573,TANLA PLATFORMS LIMITED,TANLA*,Tanla Platforms Ltd,Active,T ,1,INE483C01032,IT Software Products,Equity,532790
2574,Zee Media Corporation Limited,ZEEMEDIA,Zee Media Corporation Limited,Active,B ,1,INE966H01019,Broadcasting & Cable TV,Equity,532794
2575,Siti Networks Limited,SITINET,Siti Networks Ltd,Active,B ,1,INE965H01011,Broadcasting & Cable TV,Equity,532795
2576,Lumax Auto Technologies Ltd.,LUMAXTECH,Lumax Auto Technologies Ltd.,Active,B ,2,INE872H01027,Auto Parts & Equipment,Equity,532796
2577,AUTOLINE INDUSTRIES LTD.,AUTOIND,Autoline Industries Ltd.,Active,B ,10,INE718H01014,Auto Parts & Equipment,Equity,532797
2578,Network 18 Media & Investments Limited,NETWORK18,Network18 Media & Investments Ltd.,Active,A ,5,INE870H01013,Advertising & Media,Equity,532798
2579,Hubtown Limited,HUBTOWN,Hubtown Ltd.,Active,B ,10,INE703H01016,Realty,Equity,532799
2580,TV18 Broadcast Ltd.,TV18BRDCST,Tv18 Broadcast Ltd.,Active,A ,2,INE886H01027,Broadcasting & Cable TV,Equity,532800
2581,Cambridge Technology Enterprises Ltd.,CTE,Cambridge Technology Enterprises Ltd.,Active,B ,10,INE627H01017,IT Software Products,Equity,532801
2582,Technocraft Industries (India) Ltd.,TIIL,Technocraft Industries (India) Ltd.,Active,B ,10,INE545H01011,Iron & Steel Products,Equity,532804
2583,Redington (India) ltd.,REDINGTON,Redington (India) Ltd.,Active,A ,2,INE891D01026,Comm.Trading  & Distribution,Equity,532805
2584,AI CHAMPDANY INDUSTRIES LIMITED,AICHAMP,Ai Champdany Industries Ltd.,Active,XT,5,INE768E01024,Jute & Jute Products,Equity,532806
2585,Cineline India Limited,CINELINE,Cineline India Limited,Active,B ,5,INE704H01022,Specialty Retail,Equity,532807
2586,Pearl Global Industries Limited,PGIL,Pearl Global Industries Limited,Active,B ,10,INE940H01014,Other Apparels & Accessories,Equity,532808
2587,Firstsource Solutions Ltd.,FSL,Firstsource Solutions Ltd.,Active,A ,10,INE684F01012,BPO/KPO,Equity,532809
2588,Power Finance Corporation Ltd,PFC,Power Finance Corporation Ltd.,Active,A ,10,INE134E01011,Finance (including NBFCs),Equity,532810
2589,Ahluwalia Contracts (India) Ltd,AHLUCONT,Ahluwalia Contracts (India) Ltd.,Active,A ,2,INE758C01029,Realty,Equity,532811
2590,Transwarranty Finance Limited,TFL,Transwarranty Finance Ltd.,Active,B ,10,INE804H01012,Finance (including NBFCs),Equity,532812
2591,C & C Constructions Ltd.,CANDC,C & C Constructions Ltd.,Active,Z ,10,INE874H01015,Construction & Engineering,Equity,532813
2592,Indian Bank,INDIANB,Indian Bank,Active,A ,10,INE562A01011,Banks,Equity,532814
2593,SMS Pharmaceuticals Ltd,SMSPHARMA,Sms Pharmaceuticals Ltd.,Active,B ,1,INE812G01025,Pharmaceuticals,Equity,532815
2594,Oriental Trimex Limited,ORIENTALTL,Oriental Trimex Ltd.,Active,B ,10,INE998H01012,Construction Materials,Equity,532817
2595,MindTree  Limited,MINDTREE,Mindtree Ltd.,Active,A ,10,INE018I01017,IT Consulting & Software,Equity,532819
2596,E-Land Apparel Limited,ELAND,E-Land Apparel Limited,Active,X ,10,INE311H01018,Textiles,Equity,532820
2597,VODAFONE IDEA LIMITED,IDEA,Vodafone Idea Ltd,Active,A ,10,INE669E01016,Telecom Services,Equity,532822
2598,JAGJANANI TEXTILES LIMITED,JAGJANANI,Jagjanani Textiles Ltd.,Active,X ,10,INE702H01018,Textiles,Equity,532825
2599,Raj Television Network Ltd,RAJTV,Raj Television Network Ltd.,Active,T ,5,INE952H01027,Broadcasting & Cable TV,Equity,532826
2600,Page Industries Ltd.,PAGEIND,Page Industries Ltd.,Active,A ,10,INE761H01022,Other Apparels & Accessories,Equity,532827
2601,AMD Industries Ltd,AMDIND,Amd Industries Ltd.,Active,B ,10,INE005I01014,Containers & Packaging,Equity,532828
2602,LEHAR FOOTWEARS LIMITED,LEHAR,Lehar Footwears Ltd,Active,XT,10,INE976H01018,Footwear,Equity,532829
2603,ASTRAL LIMITED,ASTRAL,Astral Ltd,Active,A ,1,INE006I01046,Plastic Products,Equity,532830
2604,Indiabulls Real Estate Limited,IBREALEST,Indiabulls Real Estate Ltd.,Active,A ,2,INE069I01010,Realty,Equity,532832
2605,Camlin Fine Sciences Ltd,CAMLINFINE,Camlin Fine Sciences Ltd.,Active,A ,1,INE052I01032,Specialty Chemicals,Equity,532834
2606,ICRA Limited,ICRA,Icra Ltd.,Active,A ,10,INE725G01011,Other Financial Services,Equity,532835
2607,Dish TV India Limited,DISHTV,Dish Tv India Ltd.,Active,A ,1,INE836F01026,Broadcasting & Cable TV,Equity,532839
2608,SAHYADRI INDUSTRIES LTD.,SAHYADRI,Sahyadri Industries Ltd.,Active,X ,10,INE280H01015,Cement & Cement Products,Equity,532841
2609,Sree Rayalaseema Hi-Strength Hypo Limited,SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Ltd.,Active,B ,10,INE917H01012,Commodity Chemicals,Equity,532842
2610,Fortis Healthcare Ltd,FORTIS,Fortis Healthcare Ltd.,Active,A ,10,INE061F01013,Healthcare Facilities,Equity,532843
2611,TGB Banquets and Hotels Limited,TGBHOTELS,Tgb Banquets And Hotels Ltd.,Active,B ,10,INE797H01018,Hotels,Equity,532845
2612,HILTON METAL FORGING LIMITED,HILTON,Hilton Metal Forging Ltd.,Active,B ,10,INE788H01017,Other Industrial Products,Equity,532847
2613,Delta Corp Limited,DELTACORP,Delta Corp Ltd.,Active,A ,1,INE124G01033,Misc.Commercial Services,Equity,532848
2614,Insecticides India Ltd.,INSECTICID*,Insecticides (India) Ltd.,Active,A ,10,INE070I01018,Agrochemicals,Equity,532851
2615,McDowell Holdings Limited,MCDHOLDING,Mcdowell Holdings Ltd.,Active,B ,10,INE836H01014,Investment Companies,Equity,532852
2616,Asahi Songwon Colors Ltd.,ASAHISONG,Asahi Songwon Colors Ltd.,Active,B ,10,INE228I01012,Specialty Chemicals,Equity,532853
2617,NITIN FIRE PROTECTION INDUSTRIES LIMITED,NITINFIRE,Nitin Fire Protection Industries Ltd.,Active,Z ,2,INE489H01020,Industrial Machinery,Equity,532854
2618,Haryana Capfin Ltd.,HARYNACAP,Haryana Capfin Ltd.,Active,X ,10,INE928H01019,Investment Companies,Equity,532855
2619,Time Technoplast Limited,TIMETECHNO,Time Technoplast Ltd.,Active,A ,1,INE508G01029,Plastic Products,Equity,532856
2620,Hinduja Global Solutions Limited,HGS,Hinduja Global Solutions Ltd.,Active,T ,10,INE170I01016,BPO/KPO,Equity,532859
2621,Nelcast Limited,NELCAST,Nelcast Ltd.,Active,B ,2,INE189I01024,Other Industrial Products,Equity,532864
2622,V2 Retail Limited,V2RETAIL,V2 Retail Ltd.,Active,B ,10,INE945H01013,Department Stores,Equity,532867
2623,DLF LIMITED,DLF,Dlf Ltd.,Active,A ,2,INE271C01023,Realty,Equity,532868
2624,Tarmat Limited,TARMAT,Tarmat Ltd.,Active,B ,10,INE924H01018,Construction & Engineering,Equity,532869
2625,Ankit Metal  & Power Limited,ANKITMETAL,Ankit Metal & Power Ltd.,Active,T ,10,INE106I01010,Iron & Steel/Interm.Products,Equity,532870
2626,Sun Pharma Advanced Research Company Ltd.,SPARC,Sun Pharma Advanced Research Company Ltd.,Active,A ,1,INE232I01014,Pharmaceuticals,Equity,532872
2627,Housing Development & Infrastructure  Ltd,HDIL,Housing Development & Infrastructure Ltd.,Active,Z ,10,INE191I01012,Realty,Equity,532873
2628,Suryachakra Power Corporation Ltd.,SURYACHAKRA,Suryachakra Power Corporation Ltd.,Active,Z ,10,INE274I01016,Electric Utilities,Equity,532874
2629,Allied Digital Services Limited,ADSL,Allied Digital Services Ltd.,Active,B ,5,INE102I01027,IT Consulting & Software,Equity,532875
2630,Alpa Laboratories Limited,ALPA,Alpa Laboratories Ltd.,Active,B ,10,INE385I01010,Biotechnology,Equity,532878
2631,Sir Shadi Lal Enterprises Ltd,SSLEL,Sir Shadi Lal Enterprises Ltd.,Active,X ,10,INE117H01019,Sugar,Equity,532879
2632,OMAXE LIMITED,OMAXE,Omaxe Ltd.,Active,A ,10,INE800H01010,Realty,Equity,532880
2633,Refex Industries Limited,REFEX,Refex Industries Limited,Active,B ,10,INE056I01017,Industrial Gases,Equity,532884
2634,Central Bank of India,CENTRALBK,Central Bank Of India,Active,A ,10,INE483A01010,Banks,Equity,532885
2635,Neueon Towers Limited,NTL,Neueon Towers Ltd,Active,B ,10,INE333I01036,Heavy Electrical Equipment,Equity,532887
2636,ASIAN GRANITO INDIA LIMITED,ASIANTILES,Asian Granito India Ltd.,Active,A ,10,INE022I01019,Furniture-Furnishing-Paints,Equity,532888
2637,K.P.R. Mill Ltd.,KPRMILL,K.P.R. Mill Limited,Active,A ,5,INE930H01023,Textiles,Equity,532889
2638,Take Solutions Ltd,TAKE,Take Solutions Ltd.,Active,A ,1,INE142I01023,Pharmaceuticals,Equity,532890
2639,Puravankara Limited,PURVA,Puravankara Ltd,Active,B ,5,INE323I01011,Realty,Equity,532891
2640,Motilal Oswal Financial Services Limited,MOTILALOFS,Motilal Oswal Financial Services Ltd.,Active,A ,1,INE338I01027,Finance (including NBFCs),Equity,532892
2641,VTM Ltd,VTMLTD,Vtm Ltd.,Active,X ,1,INE222F01029,Textiles,Equity,532893
2642,Indowind Energy Ltd.,INDOWIND,Indowind Energy Ltd.,Active,T ,10,INE227G01018,Electric Utilities,Equity,532894
2643,Nagreeka Capital & Infrastructure Limited,NAGREEKCAP,Nagreeka Capital & Infrastructure Ltd.,Active,B ,5,INE245I01016,Investment Companies,Equity,532895
2644,MAGNUM VENTURES LIMITED,MAGNUM,Magnum Ventures Ltd.,Active,T ,10,INE387I01016,Paper & Paper Products,Equity,532896
2645,POWER GRID CORPORATION OF INDIA LIMITED,POWERGRID,Power Grid Corporation Of India Ltd.,Active,A ,10,INE752E01010,Electric Utilities,Equity,532898
2646,Kaveri Seed Company Ltd,KSCL,Kaveri Seed Company Ltd.,Active,A ,2,INE455I01029,Other Agricultural Products,Equity,532899
2647,PAISALO DIGITAL LIMITED,PAISALO,Paisalo Digital Ltd,Active,A ,10,INE420C01042,Finance (including NBFCs),Equity,532900
2648,MAAN ALUMINIUM LIMITED,MAANALU,Maan Aluminium Ltd.,Active,T ,10,INE215I01019,Construction & Engineering,Equity,532906
2649,IL&FS Engineering and Construction Company Ltd,IL&FSENGG,Il&Fs Engineering And Construction Company Ltd.,Active,Z ,10,INE369I01014,Construction & Engineering,Equity,532907
2650,PARLE INDUSTRIES LIMITED,PARLEIND,Parle Industries Ltd,Active,X ,10,INE272G01014,Misc.Commercial Services,Equity,532911
2651,Religare Enterprises Ltd,RELIGARE,Religare Enterprises Ltd.,Active,A ,10,INE621H01010,Other Financial Services,Equity,532915
2652,BARAK VALLEY CEMENTS LIMITED,BVCL,Barak Valley Cements Ltd.,Active,T ,10,INE139I01011,Cement & Cement Products,Equity,532916
2653,RATHI BARS LIMITED,RATHIBAR,Rathi Bars Ltd.,Active,X ,10,INE575I01016,Iron & Steel Products,Equity,532918
2654,Adani Ports and Special Economic Zone Ltd,ADANIPORTS,Adani Ports And Special Economic Zone Ltd.,Active,A ,2,INE742F01042,Marine Port & Services,Equity,532921
2655,Edelweiss Financial Services Ltd.,EDELWEISS,Edelweiss Financial Services Ltd.,Active,A ,1,INE532F01054,Other Financial Services,Equity,532922
2656,RENAISSANCE GLOBAL LIMITED,RGL,Renaissance Global Ltd,Active,B ,10,INE722H01016,Other Apparels & Accessories,Equity,532923
2657,Kolte-Patil Developers Ltd,KOLTEPATIL,Kolte-Patil Developers Ltd.,Active,A ,10,INE094I01018,Realty,Equity,532924
2658,Kaushalya Infrastructure Development Corporation Ltd,KAUSHALYA,Kaushalya Infrastructure Development Corporation Ltd.,Active,B ,10,INE234I01010,Construction & Engineering,Equity,532925
2659,JYOTHY LABS LIMITED,JYOTHYLAB,Jyothy Labs Ltd,Active,A ,1,INE668F01031,Household Products,Equity,532926
2660,eClerx Services Limited,ECLERX,Eclerx Services Ltd.,Active,T ,10,INE738I01010,BPO/KPO,Equity,532927
2661,Transformers and Rectifiers (India) Limited,TRIL,Transformers And Rectifiers (India) Ltd.,Active,B ,1,INE763I01026,Heavy Electrical Equipment,Equity,532928
2662,Brigade Enterprises Limited,BRIGADE,Brigade Enterprises Ltd.,Active,A ,10,INE791I01019,Realty,Equity,532929
2663,BGR ENERGY SYSTEMS LIMITED,BGRENERGY,Bgr Energy Systems Ltd.,Active,B ,10,INE661I01014,Heavy Electrical Equipment,Equity,532930
2664,Burnpur Cement Limited,BURNPUR,Burnpur Cement Ltd.,Active,T ,10,INE817H01014,Cement & Cement Products,Equity,532931
2665,MANAKSIA LIMITED,MANAKSIA,Manaksia Ltd.,Active,B ,2,INE015D01022,Iron & Steel Products,Equity,532932
2666,PORWAL AUTO COMPONENTS LIMITED,PORWAL,Porwal Auto Components Ltd.,Active,X ,10,INE386I01018,Auto Parts & Equipment,Equity,532933
2667,PPAP Automotive Limited,PPAP,Ppap Automotive Limited,Active,B ,10,INE095I01015,Auto Parts & Equipment,Equity,532934
2668,"Aries Agro Limited,",ARIES,Aries Agro Ltd.,Active,B ,10,INE298I01015,Fertilizers,Equity,532935
2669,Kuantum Papers Limited,KUANTUM,Kuantum Papers Ltd.,Active,B ,1,INE529I01021,Paper & Paper Products,Equity,532937
2670,Reliance Power Limited,RPOWER,Reliance Power Ltd.,Active,T ,10,INE614G01033,Electric Utilities,Equity,532939
2671,J. Kumar Infraprojects Limited,JKIL,J.Kumar Infraprojects Ltd.,Active,A ,5,INE576I01022,Construction & Engineering,Equity,532940
2672,Cords Cable Industries Limited,CORDSCABLE,Cords Cable Industries Ltd.,Active,B ,10,INE792I01017,Other Elect.Equip./ Prod.,Equity,532941
2673,KNR Constructions Limited,KNRCON,Knr Constructions Ltd.,Active,A ,2,INE634I01029,Construction & Engineering,Equity,532942
2674,OnMobile Global Ltd.,ONMOBILE,Onmobile Global Ltd.,Active,B ,10,INE809I01019,Other Telecom Services,Equity,532944
2675,Shriram EPC Limited,SHRIRAMEPC,Shriram Epc Ltd.,Active,B ,10,INE964H01014,Construction & Engineering,Equity,532945
2676,Bang Overseas Ltd,BANG,Bang Overseas Ltd.,Active,T ,10,INE863I01016,Other Apparels & Accessories,Equity,532946
2677,IRB Infrastructure Developers Limited,IRB,Irb Infrastructure Developers Ltd.,Active,A ,10,INE821I01014,Roads & Highways,Equity,532947
2678,GSS Infotech Ltd,GSS,Gss Infotech Ltd.,Active,B ,10,INE871H01011,IT Consulting & Software,Equity,532951
2679,Nahar Capital & Financial Services Ltd.,NAHARCAP,Nahar Capital & Financial Services Ltd.,Active,B ,5,INE049I01012,Investment Companies,Equity,532952
2680,V-Guard Industries Ltd.,VGUARD,V-Guard Industries Ltd.,Active,A ,1,INE951I01027,Other Elect.Equip./ Prod.,Equity,532953
2681,REC LIMITED,RECLTD,Rec Ltd,Active,A ,10,INE020B01018,Finance (including NBFCs),Equity,532955
2682,GOKAK TEXTILES LTD.,GOKAKTEX,Gokak Textiles Ltd.,Active,XT,10,INE642I01014,Textiles,Equity,532957
2683,Gammon Infrastructure Projects Limited,GAMMNINFRA,Gammon Infrastructure Projects Ltd.,Active,T ,2,INE181G01025,Construction & Engineering,Equity,532959
2684,Dhani Services Limited,DHANI,Dhani Services Ltd,Active,B ,2,INE274G01010,Other Financial Services,Equity,532960
2685,Titagarh Wagons Ltd,TWL,Titagarh Wagons Ltd.,Active,A ,2,INE615H01020,Commercial Vehicles,Equity,532966
2686,KIRI INDUSTRIES LIMITED,KIRIINDUS,Kiri Industries Ltd.,Active,A ,10,INE415I01015,Specialty Chemicals,Equity,532967
2687,Sankhya Infotech Ltd.,SANKHYAIN,Sankhya Infotech Ltd.,Active,XT,10,INE877A01013,IT Software Products,Equity,532972
2688,Aditya Birla  Money Ltd,BIRLAMONEY,Aditya Birla Money Ltd.-$,Active,B ,1,INE865C01022,Other Financial Services,Equity,532974
2689,AISHWARYA TECHNOLOGIES AND TELECOM LIMITED,AISHWARYA,Aishwarya Technologies And Telecom Ltd,Active,Z ,5,INE778I01024,Telecom Equipment,Equity,532975
2690,Jai Balaji Industries Limited,JAIBALAJI,Jai Balaji Industries Ltd.,Active,B ,10,INE091G01018,Iron & Steel/Interm.Products,Equity,532976
2691,Bajaj Auto Limited,BAJAJ-AUTO,Bajaj Auto Ltd.,Active,A ,10,INE917I01010,2/3 Wheelers,Equity,532977
2692,Bajaj Finserv Limited,BAJAJFINSV,Bajaj Finserv Ltd.,Active,A ,5,INE918I01018,Holding Companies,Equity,532978
2693,Gokul Refoils and Solvent Limited,GOKUL,Gokul Refoils & Solvent Ltd.,Active,B ,2,INE020J01029,Edible Oils,Equity,532980
2694,RPG Life Sciences Limited,RPGLIFE,Rpg Life Sciences Ltd.,Active,B ,8,INE105J01010,Pharmaceuticals,Equity,532983
2695,Kotak Mahindra Mutual Fund,KTKSENSEX,Kotak Sensex Etf,Active,B ,10,INF373I01031,Other Financial Services,Equity,532985
2696,Niraj Cement Structurals Limited,NIRAJ,Niraj Cement Structurals Ltd.,Active,B ,10,INE368I01016,Construction & Engineering,Equity,532986
2697,Rane Brake Lining Limited,RBL,Rane Brake Lining Ltd.,Active,B ,10,INE244J01017,Auto Parts & Equipment,Equity,532987
2698,Rane Engine Valve Limited,RANEENGINE,Rane Engine Valve Ltd.,Active,B ,10,INE222J01013,Auto Parts & Equipment,Equity,532988
2699,Bafna Pharmaceuticals Limited,BAFNAPHARM,Bafna Pharmaceuticals Ltd.,Active,B ,10,INE878I01022,Pharmaceuticals,Equity,532989
2700,CHL Limited,CHLLTD,Chl Ltd.,Active,X ,2,INE790D01020,Hotels,Equity,532992
2701,Archidply Industries Limited,ARCHIDPLY,Archidply Industries Ltd.,Active,T ,10,INE877I01016,Forest Products,Equity,532994
2702,Lotus Eye Hospital And Institute Limited,LEHIL,Lotus Eye Hospital And Institute Ltd,Active,T ,10,INE947I01017,Healthcare Facilities,Equity,532998
2703,SOMI CONVEYOR BELTINGS LIMITED,SOMICONV,Somi Conveyor Beltings Ltd.,Active,B ,10,INE323J01019,Industrial Machinery,Equity,533001
2706,LGB Forge Limited,LGBFORGE,Lgb Forge Ltd.,Active,T ,1,INE201J01017,Other Industrial Products,Equity,533007
2707,Landmark Property Development Company Ltd.,LPDC,Landmark Property Development Company Ltd.,Active,T ,1,INE197J01017,Realty,Equity,533012
2708,Sicagen India Limited,SICAGEN,Sicagen India Ltd.,Active,X ,10,INE176J01011,Comm.Trading  & Distribution,Equity,533014
2709,SIMPLEX MILLS COMPANY LIMITED,SIMPLXMIL,Simplex Mills Company Ltd.,Active,XT,10,INE457H01019,Textiles,Equity,533018
2710,SIMPLEX PAPERS LTD.,SIMPLXPAP,Simplex Papers Ltd.,Active,XT,10,INE456H01011,Paper & Paper Products,Equity,533019
2711,20 Microns Limited,20MICRONS,20 Microns Ltd.,Active,B ,5,INE144J01027,Mining,Equity,533022
2712,WABCO India Ltd,WABCOINDIA,Wabco India Ltd.,Active,A ,5,INE342J01019,Auto Parts & Equipment,Equity,533023
2713,Alkali Metals Limited,ALKALI,Alkali Metals Ltd.,Active,B ,10,INE773I01017,Specialty Chemicals,Equity,533029
2714,ISGEC Heavy Engineering Limited,ISGEC,Isgec Heavy Engineering Ltd,Active,A ,1,INE858B01029,Industrial Machinery,Equity,533033
2715,Indian Metals & Ferro Alloys Limited,IMFA,Indian Metals & Ferro Alloys Ltd.,Active,B ,10,INE919H01018,Iron & Steel/Interm.Products,Equity,533047
2716,VEDAVAAG Systems Limited,VEDAVAAG,Vedavaag Systems Ltd.,Active,X ,10,INE359B01010,Internet Software & Services,Equity,533056
2717,Manjeera Constructions Limited,MANJEERA,Manjeera Constructions Ltd.,Active,X ,10,INE320D01018,Realty,Equity,533078
2718,Mold-Tek Packaging Limited,MOLDTKPAC,Mold-Tek Packaging Limited,Active,A ,5,INE893J01029,Containers & Packaging,Equity,533080
2719,Mahindra Holidays & Resorts India Limited,MHRIL,Mahindra Holidays & Resorts India Ltd.,Active,A ,10,INE998I01010,Hotels,Equity,533088
2720,Excel Realty N Infra Limited,EXCEL,Excel Realty N Infra Ltd,Active,T ,10,INE688J01015,BPO/KPO,Equity,533090
2721,RAJ OIL MILLS LIMITED,RAJOIL,Raj Oil Mills Ltd.,Active,B ,10,INE294G01026,Edible Oils,Equity,533093
2722,Bengal & Assam Company Limited,BENGALASM,Bengal & Assam Company Ltd.,Active,B ,10,INE083K01017,Finance (including NBFCs),Equity,533095
2723,Adani Power Limited,ADANIPOWER,Adani Power Ltd.,Active,T ,10,INE814H01011,Electric Utilities,Equity,533096
2724,NHPC Limited,NHPC,Nhpc Ltd.,Active,A ,10,INE848E01016,Electric Utilities,Equity,533098
2725,Suryaamba Spinning Mills Limited,SURYAAMBA,Suryaamba Spinning Mills Ltd.,Active,X ,10,INE360J01011,Textiles,Equity,533101
2726,Globus Spirits Limited,GLOBUSSPR,Globus Spirits Ltd.,Active,T ,10,INE615I01010,Breweries & Distilleries,Equity,533104
2727,Oil India Limited,OIL,Oil India Ltd.,Active,A ,10,INE274J01014,Exploration & Production,Equity,533106
2728,Reliance Naval and Engineering Limited,RNAVAL,Reliance Naval And Engineering Ltd,Active,Z ,10,INE542F01012,Defence,Equity,533107
2729,Bhilwara Technical Textiles Limited,BTTL,Bhilwara Technical Textiles Ltd.,Active,X ,1,INE274K01012,Textiles,Equity,533108
2730,Shree Precoated Steels Limited,SPSL,Shree Precoated Steels Ltd.,Active,X ,10,INE318K01025,Iron & Steel Products,Equity,533110
2731,EXPLEO SOLUTIONS LIMITED,EXPLEOSOL,Expleo Solutions Ltd,Active,T ,10,INE201K01015,IT Consulting & Software,Equity,533121
